title,genre,youtube_url,title_clean,lyrics
The Verve - Bitter Sweet Symphony,rock,https://www.youtube.com/watch?v=1lyu1KKwC74,The Verve Bitter Sweet Symphony,"'Cause it's a bitter sweet symphony that's life Trying to make ends meet, you're a slave to money then you die I'll take you down the only road I've ever been down You know the one that takes you to the places Where all the veins meet, yeah No change, I can change I can change, I can change But I'm here in my mould I am here in my mould But I'm a million different people from one day to the next I can't change my mould No, no, no, no, no, no, no (Have you ever been down?) Well I've never prayed, but tonight I'm on my knees, yeah I need to hear some sounds that recognize the pain in me, yeah I let the melody shine, let it cleanse my mind, I feel free now But the airwaves are clean and there's nobody singing to me now No change, I can change I can change, I can change But I'm here in my mould I am here in my mould And I'm a million different people from one day to the next I can't change my mould No, no, no, no, no Have you ever been down? I can't change it you know, I can't change it 'Cause it's a bitter sweet symphony, that's life Trying to make ends meet Trying to find some money, then you die I'll take you down the only road I've ever been down You know the one that takes you to the places Where all the veins meet, yeah You know I can change, I can change I can change, I can change But I'm here in my mould I am here in my mould And I'm a million different people from one day to the next I can't change my mould, no, no, no, no, no I can't change my mould, no, no, no, no, no I can't change my mould, no, no, no, no, no You've gotta change my mould, no, no, no (It's just sex and violence, melody and silence) (It's just sex and violence, melody and violence) (It's just sex and silence, melody and silence) (I'll take you down the only road I've ever been down) (It's just sex and violence, melody and silence) (I'll take you down the only road I've ever been down) (It's just sex and violence, melody and violence) Been down Ever been down (I can't change my mould, no, no, no, no, no) (It's just sex and violence, melody and violence) Ever been down (I can't change my mould, no, no, no, no, no) Ever been down Ever been down Have you ever been down? Have you ever been down? Have you ever been down?"
No Doubt - Don't Speak (Official 4K Music Video),rock,https://www.youtube.com/watch?v=TR3Vdo5etCQ,No Doubt Don't Speak,"You and me We used to be together Every day together, always I really feel That I'm losing my best friend I can't believe this could be the end It looks as though you're letting go And if it's real, well, I don't want to know Don't speak I know just what you're sayin' So please stop explainin' Don't tell me 'cause it hurts Don't speak I know what you're thinkin' I don't need your reasons Don't tell me 'cause it hurts Our memories They can be inviting But some are altogether mighty frightening As we die, both you and I With my head in my hands, I sit and cry Don't speak I know just what you're sayin' So please stop explainin' Don't tell me 'cause it hurts No, no, no, don't speak I know what you're thinkin' And I don't need your reasons Don't tell me 'cause it hurts It's all ending I gotta stop pretending Who we are You and me I can see us dyin' Are we? Don't speak I know just what you're sayin' So please stop explainin' Don't tell me 'cause it hurts No, no, don't speak I know what you're thinkin' And I don't need your reasons Don't tell me 'cause it hurts Don't tell me 'cause it hurts I know what you're sayin' So please stop explainin' Don't speak, don't speak Don't speak, no I know what you're thinkin' And I don't need your reasons I know you're good I know you're good I know you're real good, oh La-la-la-la La-la-la-la Don't, don't Ooh-ooh Hush, hush, darlin' Hush, hush, darlin' Hush, hush Don't tell me 'cause it hurts Hush, hush, darlin' Hush, hush, darlin' Hush, hush Don't tell me 'cause it hurts Oh, hush, hush, darlin' Hush, hush, darlin'"
Scorpions - Wind Of Change (Official Music Video),rock,https://www.youtube.com/watch?v=n4RjJKxsamQ,Scorpions Wind Of Change,"(*Whistling*) I follow the Moskva Down to Gorky Park Listening to the wind of change An August summer night Soldiers passing by Listening to the wind of change (*Whistling*) The world is closing in And did you ever think That we could be so close, like brothers? The future's in the air I can feel it everywhere Blowing with the wind of change Take me to the magic of the moment On a glory night Where the children of tomorrow dream away (Dream away) In the wind of change Mmm Walking down the street And distant memories Are buried in the past forever I follow the Moskva And down to Gorky Park Listening to the wind of change Take me (Take me) to the magic of the moment On a glory night (A glory night) Where the children of tomorrow share their dreams (Share their dreams) With you and me (With you and me) Take me (Take me) to the magic of the moment On a glory night (A glory night) Where the children of tomorrow dream away (Dream away) In the wind of change (The wind of change) The wind of change Blows straight into the face of time Like a storm wind that will ring the freedom bell For peace of mind Let your balalaika sing What my guitar wants to say (Say) Take me (Take me) to the magic of the moment On a glory night (A glory night) Where the children of tomorrow share their dreams (Share their dreams) With you and me (With you and me) Take me (Take me) to the magic of the moment On a glory night (A glory night) Where the children of tomorrow dream away (Dream away) In the wind of change (The wind of change) (*Whistling*)"
Toto - Africa (Official HD Video),rock,https://www.youtube.com/watch?v=FTQbiNvZqaY,Toto Africa,"I hear the drums echoin' tonight But she hears only whispers of some quiet conversation She's comin' in, 12:30 flight The moonlit wings reflect the stars that guide me towards salvation I stopped an old man along the way Hopin' to find some old forgotten words or ancient melodies He turned to me as if to say ""Hurry, boy, it's waitin' there for you"" It's gonna take a lot to drag me away from you There's nothin' that a hundred men or more could ever do I bless the rains down in Africa Gonna take some time to do the things we never had Ooh, ooh The wild dogs cry out in the night As they grow restless, longing for some solitary company I know that I must do what's right As sure as Kilimanjaro rises like Olympus above the Serengeti I seek to cure what's deep inside Frightened of this thing that I've become It's gonna take a lot to drag me away from you There's nothin' that a hundred men or more could ever do I bless the rains down in Africa Gonna take some time to do the things we never had Ooh, ooh ""Hurry, boy, she's waiting there for you"" It's gonna take a lot to drag me away from you There's nothin' that a hundred men or more could ever do I bless the rains down in Africa I bless the rains down in Africa (I bless the rains) I bless the rains down in Africa (I bless the rains) I bless the rains down in Africa I bless the rains down in Africa (I'm gonna take the time) Gonna take some time to do the things we never had Ooh, ooh"
AC/DC - Back In Black (Official 4K Video),rock,https://www.youtube.com/watch?v=pAgnJDJN4VA,ACDC Back In Black,"Back in black, I hit the sack I've been too long, I'm glad to be back Yes, I'm let loose from the noose That's kept me hangin' about I'm just a-lookin' at the sky 'cause it's gettin' me high Forget the hearse, 'cause I'll never die I got nine lives, cat's eyes Abusin' every one of them and runnin' wild 'Cause I'm back Yes, I'm back Well, I'm back Yes, I'm back Well, I'm back Back Well, I'm back in black Yes, I'm back in black Oh, back in the back of a Cadillac Number one with a bullet, I'm a power pack Yes, I'm in a bang, ooh, with a gang They've got to catch me if they want me to hang 'Cause I'm back on the track and I'm beatin' the flack Nobody's gonna get me on another rap So, look at me now, I'm just a-makin' my play Don't try to push your luck, just get outta my way 'Cause I'm back Yes, I'm back Well, I'm back Yes, I'm back Well, I'm back Back Well, I'm back in black Yes, I'm back in black Well, I'm back Yes, I'm back Well, I'm back Yes, I'm back Well, I'm back Back Well, I'm back in black Yes, I'm back in black, yow Ah, yeah Oh, yeah Yes, I am Oh, yeah Yeah Ah, hey, yeah Here we go Well, I'm back (I'm back) Back, well, I'm (I'm back) Back (I'm back) Back (I'm back) Back (I'm back) Back It's back in black Yes, I'm back in black Outta the sack"
Survivor - Eye Of The Tiger (Official HD Video),rock,https://www.youtube.com/watch?v=btPJPFnesV4,Survivor Eye Of The Tiger,"Risin' up, back on the street Did my time, took my chances Went the distance, now I'm back on my feet Just a man and his will to survive So many times it happens too fast You trade your passion for glory Don't lose your grip on the dreams of the past You must fight just to keep them alive It's the eye of the tiger, it's the thrill of the fight Risin' up to the challenge of our rival And the last known survivor stalks his prey in the night And he's watching us all with the eye of the tiger Face to face, out in the heat Hangin' tough, stayin' hungry They stack the odds till we take to the street For the kill with the skill to survive It's the eye of the tiger, it's the thrill of the fight Risin' up to the challenge of our rival And the last known survivor stalks his prey in the night And he's watching us all with the eye of the tiger Risin' up, straight to the top Had the guts, got the glory Went the distance, now I'm not gonna stop Just a man and his will to survive It's the eye of the tiger, it's the thrill of the fight Risin' up to the challenge of our rival And the last known survivor stalks his prey in the night And he's watching us all with the eye Of the tiger The eye of the tiger The eye of the tiger The eye of the tiger The eye of the tiger"
Bon Jovi - Always (Official Music Video),rock,https://www.youtube.com/watch?v=9BMwcO6_hyA,Bon Jovi Always,"This Romeo is bleedin', but you can't see his blood It's nothin' but some feelin's that this old dog kicked up It's been rainin' since you left me, now I'm drownin' in the flood You see, I've always been a fighter, but without you, I give up I can't sing a love song like the way it's meant to be Well, I guess I'm not that good anymore, but baby, that's just me Yeah, I will love you, baby Always And I'll be there forever and a day Always I'll be there 'til the stars don't shine 'Til the heavens burst and the words don't rhyme I know when I die, you'll be on my mind And I love you Always Now your pictures that you left behind are just memories of a different life Some that made us laugh, some that made us cry, one that made you have to say goodbye What I'd give to run my fingers through your hair, to touch your lips, to hold you near When you say your prayers, try to understand I've made mistakes, I'm just a man When he holds you close, when he pulls you near When he says the words you've been needin' to hear I'll wish I was him, 'cause those words are mine To say to you 'til the end of time And I will love you, baby Always And I'll be there forever and a day Always If you told me to cry for you I could If you told me to die for you I would Take a look at my face, there's no price I won't pay To say these words to you Well, there ain't no luck in these loaded dice But, baby, if you give me just one more try We can pack up our old dreams and our old lives We'll find a place where the sun still shines Yeah, I will love you, baby Always And I'll be there forever and a day Always I'll be there 'til the stars don't shine 'Til the heavens burst and the words don't rhyme I know when I die, you'll be on my mind And I'll love you Always Always Oh, baby, don't you throw it away Baby, don't you throw it away Oh, baby, don't you throw it away, yeah, yeah Come on Away, yeah, yeah, yeah, yeah, yeah Oh, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah"
Bryan Adams - Please Forgive Me (Radio Version),rock,https://www.youtube.com/watch?v=7x8wPt8xarE,Bryan Adams Please Forgive Me,"Still feels like our first night together Feels like the first kiss and it's gettin' better baby No one can better this Still holdin' on, you're still the one First time our eyes met the same feeling I get Only feels much stronger, I wanna love you longer You still turn the fire on So if you're feelin' lonely, don't You're the only one I ever want I only wanna make it good So if I love you a little more than I should Please forgive me, I know not what I do Please forgive me, I can't stop loving you Don't deny me this pain I'm going through Please forgive me, if I need you like I do Please believe me, every word I say is true Please forgive me, I can't stop loving you Still feels like our best times are together Feels like the first touch We're still gettin' closer baby Can't get close enough I'm still holdin' on, you're still number one I remember the smell of your skin I remember everything I remember all your moves, I remember you I remember the night, you know I still do So if you're feelin' lonely don't You're the only one I ever want I only wanna make it good So if I love you a little more than I should Please forgive me, I know not what I do Please forgive me, I can't stop loving you Don't deny me this pain I'm going through Please forgive me, if I need you like I do Oh, believe me, every word I say is true Please forgive me, I can't stop loving you One thing I'm sure of is the way we make love The one thing I depend on Is for us to stay strong With every word and every breath I'm prayin' That's why I'm sayin' Please forgive me, I know not what I do Please forgive me, I can't stop loving you Don't deny me this pain I'm going through Please forgive me, if I need you like I do Babe, believe me, every word I say is true Please forgive me, if I can't stop loving you Never leave me, I don't know what I do Please forgive me, I can't stop loving you Can't stop loving you"
Queen - Don't Stop Me Now (Official Video),rock,https://www.youtube.com/watch?v=HgzGwKwLmgM,Queen Don't Stop Me Now,"Tonight, I'm gonna have myself a real good time I feel alive And the world, I'll turn it inside out, yeah I'm floatin' around in ecstasy So don't stop me now Don't stop me 'Cause I'm havin' a good time Havin' a good time I'm a shootin' star, leapin' through the sky like a tiger Defyin' the laws of gravity I'm a racin' car, passin' by like Lady Godiva I'm gonna go, go, go, there's no stoppin' me I'm burnin' through the sky, yeah Two hundred degrees, that's why they call me Mister Fahrenheit I'm travelling at the speed of light I wanna make a supersonic man outta you Don't stop me now I'm havin' such a good time, I'm havin' a ball Don't stop me now If you wanna have a good time, just give me a call (Don't stop me now) 'Cause I'm havin' a good time (Don't stop me now) Yes, I'm havin' a good time I don't wanna stop at all, yeah I'm a rocket ship on my way to Mars on a collision course I am a satellite, I'm out of control I'm a sex machine, ready to reload like an atom bomb About to oh, oh, oh, oh, oh, explode I'm burnin' through the sky, yeah Two hundred degrees, that's why they call me Mister Fahrenheit I'm travellin' at the speed of light I wanna make a supersonic woman of you (Don't stop me, don't stop me, don't stop me) Hey, hey, hey (Don't stop me, don't stop me, ooh, ooh, ooh) I like it (Don't stop me, don't stop me, hey, alright) Have a good time, good time (Don't stop me, don't stop me) Woah Let loose, honey, alright Oh, I'm burnin' through the sky, yeah Two hundred degrees, that's why they call me Mister Fahrenheit, hey Travellin' at the speed of light I wanna make a supersonic man outta you, hey, hey Don't stop me now I'm havin' such a good time, I'm havin' a ball Don't stop me now (Ooh) If you wanna have a good time (Alright), just give me a call (Don't stop me now) 'Cause I'm havin' a good time (Hey, hey) (Don't stop me now) Yes, I'm havin' a good time I don't wanna stop at all Ah, da, da, da, da Da, da, ah, ah Ah, da, da, ah, ah, ah Ah, da, da Ah, da, da, ah, ah Ooh, ooh-ooh, ooh-ooh"
The Outfield - Your Love (Official HD Video),rock,https://www.youtube.com/watch?v=4N1iwQxiHrs,The Outfield Your Love,"Josie's on a vacation far away Come around and talk it over So many things that I wanna say You know I like my girls a little bit older I just wanna use your love tonight And I don't wanna lose your love tonight I ain't got many friends left to talk to Nowhere to run when I'm in trouble You know I'd do anything for you Stay the night but keep it undercover I just wanna use your love tonight, oh I don't wanna lose your love tonight Try to stop my hands from shakin' 'Cause somethin' in my mind's not makin' sense It's been awhile since we were all alone I can't hide the way I'm feelin' As youre leaving, please, would you close the door? And don't forget what I told ya: Just 'cause you're right, that don't mean I'm wrong Another shoulder to cry upon I just wanna use your love tonight, yeah I don't wanna lose your love tonight, yeah I just wanna use your love tonight I don't wanna lose your love tonight I just wanna use your love tonight I don't wanna lose your love tonight (Lose your love) (Lose your love) Tonight (Lose your love) No, I don't wanna lose (Lose your love tonight) I don't wanna, no, I don't wanna I don't wanna (Lose your love tonight) No, no (Lose your love tonight) (Lose your love tonight) (No) No (I don't wanna lose your love tonight) (Lose your love tonight)"
Roxette - It Must Have Been Love (Official Music Video),rock,https://www.youtube.com/watch?v=k2C5TjS2sh4,Roxette It Must Have Been Love,"It must have been love But it's over now Lay a whisper On my pillow Leave the winter On the ground I wake up lonely This air of silence In the bedroom And all around (All around) Touch me now I close my eyes And dream away It must have been love But it's over now It must have been good But I lost it somehow It must have been love But it's over now From the moment we touched 'Til the time had run out Make believing We're together That I'm sheltered By your heart But in and outside I turn to water Like a teardrop In your palm And it's a hard Winter's day I dream away It must have been love (Must have been love) But it's over now (But it's over now) It was all that I wanted Now I'm living without It must have been love (Must have been love) But it's over now (It's over now) It's where the water flows It's where the wind blows It must have been love (Must have been love) But it's over now (But it's over now) It must have been good But I lost it somehow It must have been love (Must have been love) But it's over now (But it's over now) From the moment we touched Till the time had run out Yeah, it must have been love (Must have been love) But it's over now (But it's over now) It was all that I wanted Now I'm living without It must have been love But it's over now It's where the water flows It's where the wind blows Oh, oh, oh (It must have been love) (But it's over now, but it's over now) Now, ooh, ooh (Must have been love) (It must have been love) (But it's over now, but it's over now) Now, ooh, ooh"
Kiss - I Was Made For Lovin' You,rock,https://www.youtube.com/watch?v=ZhIsAZO5gl0,Kiss I Was Made For Lovin' You,"Mmm, yeah Ha Do, do, do, do, do, do, do, do, do Do, do, do, do, do, do, do Do, do, do, do, do, do, do, do, do Do, do, do, do, do, do, do Tonight I wanna give it all to you In the darkness There's so much I wanna do And tonight I wanna lay it at your feet 'Cause, girl, I was made for you And, girl, you were made for me I was made for lovin' you, baby You were made for lovin' me And I can't get enough of you, baby Can you get enough of me? Tonight I wanna see it in your eyes Feel the magic There's something that drives me wild And tonight We're gonna make it all come true 'Cause, girl, you were made for me And, girl, I was made for you I was made for lovin' you, baby You were made for lovin' me And I can't get enough of you, baby Can you get enough of me? I was made for lovin' you, baby You were made for lovin' me And I can give it all to you, baby Can you give it all to me? Oh, woah, can't get enough Oh, woah, I can't get enough Oh, woah, I can't get enough Ha Do, do, do, do, do, do, do, do, do Do, do, do, do, do, do, do Do, do, do, do, do, do, do, do, do Do, do, do, do, do, do, do I was made for lovin' you, baby You were made for lovin' me And I can't get enough of you, baby Can you get enough of me? Oh, I was made You were made I can't get enough No, I can't get enough I was made for lovin' you, baby You were made for lovin' me And I can't get enough of you, baby Can you get enough of me? I was made for lovin' you, baby You were made for lovin' me And I can't get enough"
